"ID","year","place","sowing","varietyID","variety","block","plot","ind","CanopyArea_20170726","CanopyArea_20170802","CanopyArea_20170809","CanopyArea_20170812","CanopyArea_20170813","CanopyArea_20170814","CanopyArea_20170819","CanopyArea_20170829","CanopyArea_20170904","CanopyArea_20170905","CanopyArea_20170909","CanopyArea_20170910","CanopyArea_20170911","CanopyArea_20170919","CanopyArea_20170920","CanopyArea_20170921"
NA,2017,"Tottori","Jul",63,"GmJMC063","D1",89,NA,0.064625609,0.154912672,0.204838904,0.342124096,0.356032691,0.399933362,0.388785115,0.411522881,0.358922715,0.36658191,0.38293125,0.408919282,0.441952411,0.356416021,0.415164001,0.342329778
NA,2017,"Tottori","Jul",26,"GmJMC026","D1",90,NA,0.048177954,0.108855622,0.184576977,0.291608976,0.299919581,0.321196533,0.301217161,0.329725883,0.231162179,0.254286558,0.24415,0.33440914,0.297195372,0.212313827,0.225259793,0.150787602
NA,2017,"Tottori","Jul",151,"GmWMC151","D1",91,NA,0.034798405,0.112856442,0.183603561,0.302314692,0.293513479,0.334643795,0.369998815,0.4020058,0.349824195,0.355151205,0.405725,0.453156096,0.48776685,0.465179176,0.527989273,0.487464466
NA,2017,"Tottori","Jul",66,"GmWMC066","D1",92,NA,0.053988542,0.147976728,0.249355622,0.394168603,0.401168566,0.444504003,0.47668508,0.5517127,0.510155991,0.544543865,0.5183625,0.546578248,0.563420522,0.471719744,0.512894768,0.401815033
NA,2017,"Tottori","Jul",143,"GmWMC143","D1",93,NA,0.050450089,0.129437218,0.217226704,0.358352602,0.363584291,0.398215646,0.441865406,0.452050678,0.427929273,0.474907158,0.47190625,0.538851139,0.522535306,0.566892498,0.60204352,0.521070782
NA,2017,"Tottori","Jul",181,"GmWMC181","D1",94,NA,0.035008252,0.096906747,0.148033588,0.279515482,0.258649083,0.281312803,0.31451836,0.269023299,0.273048346,0.25595187,0.326875,0.353206478,0.36003118,0.412604992,0.457791867,0.397424084
NA,2017,"Tottori","Jul",165,"GmWMC165","D1",95,NA,0.022055633,0.063096253,0.107801139,0.21935389,0.191509876,0.223352158,0.249824594,0.213018661,0.164051576,0.182051963,0.2216375,0.240237212,0.200816344,0.337403438,0.368462212,0.294029341
NA,2017,"Tottori","Jul",176,"GmWMC176","D1",96,NA,0.024689573,0.078754221,0.162114015,0.276581323,0.278301701,0.309826889,0.382124141,0.397493206,0.418212507,0.42434827,0.463925,0.467560625,0.50702192,0.472528578,0.539147339,0.505227064
NA,2017,"Tottori","Jul",177,"GmJMC177","D1",97,NA,0.033466963,0.089881499,0.186864814,0.308313292,0.299061814,0.345506304,0.342545639,0.411030987,0.373039332,0.430116913,0.4242625,0.483438245,0.521884988,0.505830554,0.599894398,0.557797439
NA,2017,"Tottori","Jul",110,"GmJMC110","D1",98,NA,0.088569864,0.15791924,0.183578761,0.300955236,0.284354924,0.328942614,0.396967808,0.409776301,0.447847098,0.46420919,0.4602125,0.489798114,0.511706096,0.445867026,0.508285372,0.503472413
NA,2017,"Tottori","Jul",54,"GmJMC054","D1",99,NA,0.022482563,0.03132189,0.039221833,0.069689113,0.059761331,0.078417825,0.107571629,0.128655258,0.134489113,0.15363507,0.15844375,0.15446278,0.158715316,0.132588797,0.165475135,0.163277604
